combo_id	style_id	title	family	skeleton	type_era	control	material_hint	colour_strat	chrome	density_hint	brief_lock
C0065	cyberpunk-ui	Cyberpunk UI	architecture	SK-WIZARD-STEPS	TY-MONO-DATA	sharp-0	neon-on-wet	CS-PAPER-INK	CH-DENSE	app	STYLE_ID=cyberpunk-ui; SKELETON=SK-WIZARD-STEPS; TYPE_ERA=TY-MONO-DATA; CONTROL=sharp-0; MATERIAL=neon-on-wet; COLOUR_STRAT=CS-PAPER-INK; CHROME=CH-DENSE; FEEL=neon rain dense HUD
C0066	dieselpunk	Dieselpunk	architecture	SK-SPLIT-INSPECTOR	TY-INDUSTRIAL-COND	chunk-border	oil-metal	CS-DARK-STAGE	CH-IMMERSIVE	app	STYLE_ID=dieselpunk; SKELETON=SK-SPLIT-INSPECTOR; TYPE_ERA=TY-INDUSTRIAL-COND; CONTROL=chunk-border; MATERIAL=oil-metal; COLOUR_STRAT=CS-DARK-STAGE; CHROME=CH-IMMERSIVE; FEEL=interwar machines grit oil
C0067	steampunk	Steampunk	architecture	SK-DASH-METRIC	TY-OLDSTYLE-SERIF	ticket	brass-leather	CS-PASTEL-POP	CH-NONE	app	STYLE_ID=steampunk; SKELETON=SK-DASH-METRIC; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=ticket; MATERIAL=brass-leather; COLOUR_STRAT=CS-PASTEL-POP; CHROME=CH-NONE; FEEL=brass gears Victorian tech
C0068	atompunk	Atompunk	architecture	SK-GALLERY-INDEX	TY-GEOMETRIC	pill	chrome-metal	CS-SIGNAL	CH-MIN	marketing	STYLE_ID=atompunk; SKELETON=SK-GALLERY-INDEX; TYPE_ERA=TY-GEOMETRIC; CONTROL=pill; MATERIAL=chrome-metal; COLOUR_STRAT=CS-SIGNAL; CHROME=CH-MIN; FEEL=atomic age optimism raygun
C0069	broadsheet-news	Broadsheet Newspaper	print-editorial	SK-ZINE-COLLAGE	TY-SERIF-TEXT	ink-underline	newsprint	CS-PHOTO-LED	CH-STANDARD	marketing	STYLE_ID=broadsheet-news; SKELETON=SK-ZINE-COLLAGE; TYPE_ERA=TY-SERIF-TEXT; CONTROL=ink-underline; MATERIAL=newsprint; COLOUR_STRAT=CS-PHOTO-LED; CHROME=CH-STANDARD; FEEL=columns rules authority
C0070	tabloid-scream	Tabloid	print-editorial	SK-BRUTAL-BLOCKS	TY-INDUSTRIAL-COND	filled-block	newsprint	CS-CMYK-PROCESS	CH-APP	any	STYLE_ID=tabloid-scream; SKELETON=SK-BRUTAL-BLOCKS; TYPE_ERA=TY-INDUSTRIAL-COND; CONTROL=filled-block; MATERIAL=newsprint; COLOUR_STRAT=CS-CMYK-PROCESS; CHROME=CH-APP; FEEL=loud headlines red boxes
C0071	magazine-vogue	Fashion Magazine	print-editorial	SK-RAIL-DOCK	TY-DIDONE-LUX	ink-underline	photo-led	CS-EARTH	CH-DENSE	app	STYLE_ID=magazine-vogue; SKELETON=SK-RAIL-DOCK; TYPE_ERA=TY-DIDONE-LUX; CONTROL=ink-underline; MATERIAL=photo-led; COLOUR_STRAT=CS-EARTH; CHROME=CH-DENSE; FEEL=whitespace full-bleed photo
C0072	magazine-natgeo	Documentary Magazine	print-editorial	SK-CENTER-STAGE	TY-HUMANIST	ink-underline	photo-led	CS-OCEAN	CH-IMMERSIVE	marketing	STYLE_ID=magazine-natgeo; SKELETON=SK-CENTER-STAGE; TYPE_ERA=TY-HUMANIST; CONTROL=ink-underline; MATERIAL=photo-led; COLOUR_STRAT=CS-OCEAN; CHROME=CH-IMMERSIVE; FEEL=photo essay maps captions
C0073	zine-diy	DIY Zine	print-editorial	SK-NEWS-RIVER	TY-MIXED-HIGH-CONTRAST	ticket	toner	CS-NEON-ON-DARK	CH-NONE	app	STYLE_ID=zine-diy; SKELETON=SK-NEWS-RIVER; TYPE_ERA=TY-MIXED-HIGH-CONTRAST; CONTROL=ticket; MATERIAL=toner; COLOUR_STRAT=CS-NEON-ON-DARK; CHROME=CH-NONE; FEEL=photocopy cut-up tape
C0074	risograph-print	Risograph	print-editorial	SK-CALENDAR-SPINE	TY-GROTESQUE	chunk-border	risograph	CS-DESAT-CORP	CH-MIN	app	STYLE_ID=risograph-print; SKELETON=SK-CALENDAR-SPINE; TYPE_ERA=TY-GROTESQUE; CONTROL=chunk-border; MATERIAL=risograph; COLOUR_STRAT=CS-DESAT-CORP; CHROME=CH-MIN; FEEL=misregister limited inks
C0075	swiss-poster	Swiss Poster	print-editorial	SK-MASONRY	TY-GROTESQUE	sharp-0	paper-ink	CS-HIGH-KEY	CH-STANDARD	marketing	STYLE_ID=swiss-poster; SKELETON=SK-MASONRY; TYPE_ERA=TY-GROTESQUE; CONTROL=sharp-0; MATERIAL=paper-ink; COLOUR_STRAT=CS-HIGH-KEY; CHROME=CH-STANDARD; FEEL=monumental type one idea
C0076	polish-poster	Polish School of Posters	print-editorial	SK-SPLIT-DIAGONAL	TY-DISPLAY-EXTREME	sharp-0	screenprint	CS-LOW-KEY	CH-APP	marketing	STYLE_ID=polish-poster; SKELETON=SK-SPLIT-DIAGONAL; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=sharp-0; MATERIAL=screenprint; COLOUR_STRAT=CS-LOW-KEY; CHROME=CH-APP; FEEL=metaphor illustration bold
C0077	japanese-editorial	Japanese Editorial	print-editorial	SK-FRAME-IN-FRAME	TY-SERIF-TEXT	ink-underline	sumi-ink	CS-SEPIA	CH-DENSE	marketing	STYLE_ID=japanese-editorial; SKELETON=SK-FRAME-IN-FRAME; TYPE_ERA=TY-SERIF-TEXT; CONTROL=ink-underline; MATERIAL=sumi-ink; COLOUR_STRAT=CS-SEPIA; CHROME=CH-DENSE; FEEL=quiet gaps precise type
C0078	chinese-ink-modern	Modern Ink Tradition	print-editorial	SK-SIDE-SCROLL	TY-SERIF-TEXT	ink-underline	sumi-ink	CS-INVERTED	CH-IMMERSIVE	marketing	STYLE_ID=chinese-ink-modern; SKELETON=SK-SIDE-SCROLL; TYPE_ERA=TY-SERIF-TEXT; CONTROL=ink-underline; MATERIAL=sumi-ink; COLOUR_STRAT=CS-INVERTED; CHROME=CH-IMMERSIVE; FEEL=ink wash empty space
C0079	korean-webtoon-clean	Clean Webtoon/App KR	print-editorial	SK-FIXED-TOC	TY-ROUNDED	pill	soft-grey	CS-REGIONAL-FLAG	CH-NONE	marketing	STYLE_ID=korean-webtoon-clean; SKELETON=SK-FIXED-TOC; TYPE_ERA=TY-ROUNDED; CONTROL=pill; MATERIAL=soft-grey; COLOUR_STRAT=CS-REGIONAL-FLAG; CHROME=CH-NONE; FEEL=soft cards large type mobile
C0080	scientific-atlas	Scientific Atlas	print-editorial	SK-COMMAND-CENTER	TY-SERIF-TEXT	sharp-0	atlas-plate	CS-BRAND-LOCKUP	CH-MIN	app	STYLE_ID=scientific-atlas; SKELETON=SK-COMMAND-CENTER; TYPE_ERA=TY-SERIF-TEXT; CONTROL=sharp-0; MATERIAL=atlas-plate; COLOUR_STRAT=CS-BRAND-LOCKUP; CHROME=CH-MIN; FEEL=plates figures captions
C0081	field-guide	Field Guide	print-editorial	SK-INBOX-ZERO	TY-HUMANIST	ink-underline	specimen-paper	CS-MONO-PLUS	CH-STANDARD	app	STYLE_ID=field-guide; SKELETON=SK-INBOX-ZERO; TYPE_ERA=TY-HUMANIST; CONTROL=ink-underline; MATERIAL=specimen-paper; COLOUR_STRAT=CS-MONO-PLUS; CHROME=CH-STANDARD; FEEL=specimen + key
C0082	recipe-card	Recipe Card Classic	print-editorial	SK-STUDIO-CANVAS	TY-SLAB	ticket	index-card	CS-DUOTONE	CH-APP	app	STYLE_ID=recipe-card; SKELETON=SK-STUDIO-CANVAS; TYPE_ERA=TY-SLAB; CONTROL=ticket; MATERIAL=index-card; COLOUR_STRAT=CS-DUOTONE; CHROME=CH-APP; FEEL=index card steps
C0083	sheet-music	Sheet Music	print-editorial	SK-COMPARISON	TY-SERIF-TEXT	ink-underline	staff-paper	CS-PRIMARY-TRIO	CH-DENSE	marketing	STYLE_ID=sheet-music; SKELETON=SK-COMPARISON; TYPE_ERA=TY-SERIF-TEXT; CONTROL=ink-underline; MATERIAL=staff-paper; COLOUR_STRAT=CS-PRIMARY-TRIO; CHROME=CH-DENSE; FEEL=staves notation rhythm
C0084	map-ordnance	Ordnance Survey Map	print-editorial	SK-PRICING-LADDER	TY-HUMANIST	sharp-0	map-paper	CS-TONAL	CH-IMMERSIVE	marketing	STYLE_ID=map-ordnance; SKELETON=SK-PRICING-LADDER; TYPE_ERA=TY-HUMANIST; CONTROL=sharp-0; MATERIAL=map-paper; COLOUR_STRAT=CS-TONAL; CHROME=CH-IMMERSIVE; FEEL=contour information density
C0085	blueprint	Blueprint	print-editorial	SK-MANIFEST-LIST	TY-MONO-DATA	sharp-0	blueprint-cyan	CS-PAPER-INK	CH-NONE	app	STYLE_ID=blueprint; SKELETON=SK-MANIFEST-LIST; TYPE_ERA=TY-MONO-DATA; CONTROL=sharp-0; MATERIAL=blueprint-cyan; COLOUR_STRAT=CS-PAPER-INK; CHROME=CH-NONE; FEEL=cyanotype technical lines
C0086	patent-drawing	Patent Drawing	print-editorial	SK-SCOREBOARD	TY-SYSTEM-RAW	sharp-0	line-ink	CS-DARK-STAGE	CH-MIN	app	STYLE_ID=patent-drawing; SKELETON=SK-SCOREBOARD; TYPE_ERA=TY-SYSTEM-RAW; CONTROL=sharp-0; MATERIAL=line-ink; COLOUR_STRAT=CS-DARK-STAGE; CHROME=CH-MIN; FEEL=line invention figures
C0087	yearbook-retro	Retro Yearbook	print-editorial	SK-COCKPIT-STRIP	TY-SCRIPT-SPARSE	soft-rect	photo-grid	CS-PASTEL-POP	CH-STANDARD	app	STYLE_ID=yearbook-retro; SKELETON=SK-COCKPIT-STRIP; TYPE_ERA=TY-SCRIPT-SPARSE; CONTROL=soft-rect; MATERIAL=photo-grid; COLOUR_STRAT=CS-PASTEL-POP; CHROME=CH-STANDARD; FEEL=portrait grids signatures
C0088	mail-order-catalog	Mail-Order Catalogue	print-editorial	SK-FOLIO-SPREAD	TY-SYSTEM-RAW	ink-underline	catalog-paper	CS-SIGNAL	CH-APP	marketing	STYLE_ID=mail-order-catalog; SKELETON=SK-FOLIO-SPREAD; TYPE_ERA=TY-SYSTEM-RAW; CONTROL=ink-underline; MATERIAL=catalog-paper; COLOUR_STRAT=CS-SIGNAL; CHROME=CH-APP; FEEL=dense product grid prices
C0089	vaporwave	Vaporwave	internet-aesthetic	SK-STAMP-SHEET	TY-GEOMETRIC	soft-rect	crt-pastel	CS-PHOTO-LED	CH-DENSE	marketing	STYLE_ID=vaporwave; SKELETON=SK-STAMP-SHEET; TYPE_ERA=TY-GEOMETRIC; CONTROL=soft-rect; MATERIAL=crt-pastel; COLOUR_STRAT=CS-PHOTO-LED; CHROME=CH-DENSE; FEEL=retro computing pastel classical glitch
C0090	synthwave	Synthwave	internet-aesthetic	SK-DOCKED-FAB	TY-DISPLAY-EXTREME	sharp-0	neon-grid	CS-CMYK-PROCESS	CH-IMMERSIVE	mobile	STYLE_ID=synthwave; SKELETON=SK-DOCKED-FAB; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=sharp-0; MATERIAL=neon-grid; COLOUR_STRAT=CS-CMYK-PROCESS; CHROME=CH-IMMERSIVE; FEEL=80s sunset grid neon
C0091	outrun	Outrun	internet-aesthetic	SK-PEEK-CARDS	TY-DISPLAY-EXTREME	sharp-0	sunset-chrome	CS-EARTH	CH-NONE	mobile	STYLE_ID=outrun; SKELETON=SK-PEEK-CARDS; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=sharp-0; MATERIAL=sunset-chrome; COLOUR_STRAT=CS-EARTH; CHROME=CH-NONE; FEEL=retro racer sun stripes
C0092	cottagecore	Cottagecore	internet-aesthetic	SK-RADIO-TUNER	TY-OLDSTYLE-SERIF	soft-rect	linen-meadow	CS-OCEAN	CH-MIN	app	STYLE_ID=cottagecore; SKELETON=SK-RADIO-TUNER; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=soft-rect; MATERIAL=linen-meadow; COLOUR_STRAT=CS-OCEAN; CHROME=CH-MIN; FEEL=pastoral soft rural romance
C0093	dark-academia	Dark Academia	internet-aesthetic	SK-FILMSTRIP	TY-OLDSTYLE-SERIF	ink-underline	library-oak	CS-NEON-ON-DARK	CH-STANDARD	marketing	STYLE_ID=dark-academia; SKELETON=SK-FILMSTRIP; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=ink-underline; MATERIAL=library-oak; COLOUR_STRAT=CS-NEON-ON-DARK; CHROME=CH-STANDARD; FEEL=moody library scholarly gothic
C0094	light-academia	Light Academia	internet-aesthetic	SK-ORBIT-META	TY-OLDSTYLE-SERIF	ink-underline	cream-cotton	CS-DESAT-CORP	CH-APP	marketing	STYLE_ID=light-academia; SKELETON=SK-ORBIT-META; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=ink-underline; MATERIAL=cream-cotton; COLOUR_STRAT=CS-DESAT-CORP; CHROME=CH-APP; FEEL=sunny scholarly cream linen
C0095	chaotic-academia	Chaotic Academia	internet-aesthetic	SK-SPLIT-DEPTH	TY-MIXED-HIGH-CONTRAST	ticket	manila-folder	CS-HIGH-KEY	CH-DENSE	marketing	STYLE_ID=chaotic-academia; SKELETON=SK-SPLIT-DEPTH; TYPE_ERA=TY-MIXED-HIGH-CONTRAST; CONTROL=ticket; MATERIAL=manila-folder; COLOUR_STRAT=CS-HIGH-KEY; CHROME=CH-DENSE; FEEL=messy notes stacked papers
C0096	romantic-academia	Romantic Academia	internet-aesthetic	SK-CHECKOUT-TUNNEL	TY-OLDSTYLE-SERIF	ink-underline	vellum	CS-LOW-KEY	CH-IMMERSIVE	marketing	STYLE_ID=romantic-academia; SKELETON=SK-CHECKOUT-TUNNEL; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=ink-underline; MATERIAL=vellum; COLOUR_STRAT=CS-LOW-KEY; CHROME=CH-IMMERSIVE; FEEL=soft scholarly florals
C0097	goblincore	Goblincore	internet-aesthetic	SK-CHAT-THREAD	TY-SYSTEM-RAW	chunk-border	moss-pebble	CS-SEPIA	CH-NONE	app	STYLE_ID=goblincore; SKELETON=SK-CHAT-THREAD; TYPE_ERA=TY-SYSTEM-RAW; CONTROL=chunk-border; MATERIAL=moss-pebble; COLOUR_STRAT=CS-SEPIA; CHROME=CH-NONE; FEEL=shiny trash nature hoard
C0098	fairycore	Fairycore	internet-aesthetic	SK-NOTIFICATION-STACK	TY-SCRIPT-SPARSE	pill	dew-forest	CS-INVERTED	CH-MIN	mobile	STYLE_ID=fairycore; SKELETON=SK-NOTIFICATION-STACK; TYPE_ERA=TY-SCRIPT-SPARSE; CONTROL=pill; MATERIAL=dew-forest; COLOUR_STRAT=CS-INVERTED; CHROME=CH-MIN; FEEL=ethereal glitter forest soft
C0099	angelcore	Angelcore	internet-aesthetic	SK-DIRECTORY	TY-DIDONE-LUX	pill	cloud-gold	CS-REGIONAL-FLAG	CH-STANDARD	app	STYLE_ID=angelcore; SKELETON=SK-DIRECTORY; TYPE_ERA=TY-DIDONE-LUX; CONTROL=pill; MATERIAL=cloud-gold; COLOUR_STRAT=CS-REGIONAL-FLAG; CHROME=CH-STANDARD; FEEL=soft white gold ethereal
C0100	devilcore	Devilcore	internet-aesthetic	SK-ATLAS-PLATES	TY-DISPLAY-EXTREME	sharp-0	black-red	CS-BRAND-LOCKUP	CH-APP	marketing	STYLE_ID=devilcore; SKELETON=SK-ATLAS-PLATES; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=sharp-0; MATERIAL=black-red; COLOUR_STRAT=CS-BRAND-LOCKUP; CHROME=CH-APP; FEEL=red black occult drama
C0101	witchcore	Witchcore	internet-aesthetic	SK-HERO-SPLIT	TY-OLDSTYLE-SERIF	ink-underline	herb-candle	CS-MONO-PLUS	CH-DENSE	marketing	STYLE_ID=witchcore; SKELETON=SK-HERO-SPLIT; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=ink-underline; MATERIAL=herb-candle; COLOUR_STRAT=CS-MONO-PLUS; CHROME=CH-DENSE; FEEL=herbs candles mystic dark
C0102	cottagegoth	Cottagegoth	internet-aesthetic	SK-SINGLE-STICKY	TY-OLDSTYLE-SERIF	chunk-border	dark-linen	CS-DUOTONE	CH-IMMERSIVE	marketing	STYLE_ID=cottagegoth; SKELETON=SK-SINGLE-STICKY; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=chunk-border; MATERIAL=dark-linen; COLOUR_STRAT=CS-DUOTONE; CHROME=CH-IMMERSIVE; FEEL=pastoral gothic hybrid
C0103	grandmacore	Grandmacore	internet-aesthetic	SK-EDITORIAL-LONG	TY-OLDSTYLE-SERIF	soft-rect	doily-knit	CS-PRIMARY-TRIO	CH-NONE	marketing	STYLE_ID=grandmacore; SKELETON=SK-EDITORIAL-LONG; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=soft-rect; MATERIAL=doily-knit; COLOUR_STRAT=CS-PRIMARY-TRIO; CHROME=CH-NONE; FEEL=doilies knits cozy vintage
C0104	weirdcore	Weirdcore	internet-aesthetic	SK-BENTO	TY-SYSTEM-RAW	sharp-0	jpeg-artifact	CS-TONAL	CH-MIN	marketing	STYLE_ID=weirdcore; SKELETON=SK-BENTO; TYPE_ERA=TY-SYSTEM-RAW; CONTROL=sharp-0; MATERIAL=jpeg-artifact; COLOUR_STRAT=CS-TONAL; CHROME=CH-MIN; FEEL=liminal uncanny low-fi
C0105	traumacore	Traumacore	internet-aesthetic	SK-TABLE-FIRST	TY-SYSTEM-RAW	ink-underline	diary	CS-PAPER-INK	CH-STANDARD	app	STYLE_ID=traumacore; SKELETON=SK-TABLE-FIRST; TYPE_ERA=TY-SYSTEM-RAW; CONTROL=ink-underline; MATERIAL=diary; COLOUR_STRAT=CS-PAPER-INK; CHROME=CH-STANDARD; FEEL=glitch diary sensitive
C0106	dreamcore	Dreamcore	internet-aesthetic	SK-TIMELINE	TY-ROUNDED	pill	fog-pastel	CS-DARK-STAGE	CH-APP	app	STYLE_ID=dreamcore; SKELETON=SK-TIMELINE; TYPE_ERA=TY-ROUNDED; CONTROL=pill; MATERIAL=fog-pastel; COLOUR_STRAT=CS-DARK-STAGE; CHROME=CH-APP; FEEL=soft surreal dream logic
C0107	kidcore	Kidcore	internet-aesthetic	SK-MAP-STAGE	TY-ROUNDED	pill	toy-plastic	CS-PASTEL-POP	CH-DENSE	app	STYLE_ID=kidcore; SKELETON=SK-MAP-STAGE; TYPE_ERA=TY-ROUNDED; CONTROL=pill; MATERIAL=toy-plastic; COLOUR_STRAT=CS-PASTEL-POP; CHROME=CH-DENSE; FEEL=primary toys loud play
C0108	babycore	Babycore	internet-aesthetic	SK-BOARD-KANBAN	TY-ROUNDED	pill	pastel-soft	CS-SIGNAL	CH-IMMERSIVE	app	STYLE_ID=babycore; SKELETON=SK-BOARD-KANBAN; TYPE_ERA=TY-ROUNDED; CONTROL=pill; MATERIAL=pastel-soft; COLOUR_STRAT=CS-SIGNAL; CHROME=CH-IMMERSIVE; FEEL=pastel soft infant cute
C0109	animecore	Animecore	internet-aesthetic	SK-TICKET-STUB	TY-DISPLAY-EXTREME	pill	anime-cel	CS-PHOTO-LED	CH-NONE	marketing	STYLE_ID=animecore; SKELETON=SK-TICKET-STUB; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=pill; MATERIAL=anime-cel; COLOUR_STRAT=CS-PHOTO-LED; CHROME=CH-NONE; FEEL=anime screencap energy
C0110	kawaii	Kawaii	internet-aesthetic	SK-LEDGER	TY-ROUNDED	pill	pastel-plastic	CS-CMYK-PROCESS	CH-MIN	app	STYLE_ID=kawaii; SKELETON=SK-LEDGER; TYPE_ERA=TY-ROUNDED; CONTROL=pill; MATERIAL=pastel-plastic; COLOUR_STRAT=CS-CMYK-PROCESS; CHROME=CH-MIN; FEEL=cute pastel rounded JP
C0111	yami-kawaii	Yami Kawaii	internet-aesthetic	SK-TERMINAL	TY-ROUNDED	pill	pastel-menace	CS-EARTH	CH-STANDARD	app	STYLE_ID=yami-kawaii; SKELETON=SK-TERMINAL; TYPE_ERA=TY-ROUNDED; CONTROL=pill; MATERIAL=pastel-menace; COLOUR_STRAT=CS-EARTH; CHROME=CH-STANDARD; FEEL=cute dark medical twist
C0112	gurokawaii	Gurokawa	internet-aesthetic	SK-POSTER	TY-MIXED-HIGH-CONTRAST	chunk-border	cute-horror	CS-OCEAN	CH-APP	marketing	STYLE_ID=gurokawaii; SKELETON=SK-POSTER; TYPE_ERA=TY-MIXED-HIGH-CONTRAST; CONTROL=chunk-border; MATERIAL=cute-horror; COLOUR_STRAT=CS-OCEAN; CHROME=CH-APP; FEEL=cute grotesque
C0113	pastel-goth	Pastel Goth	internet-aesthetic	SK-BOTTOM-SHEET	TY-DISPLAY-EXTREME	chunk-border	pastel-black	CS-NEON-ON-DARK	CH-DENSE	mobile	STYLE_ID=pastel-goth; SKELETON=SK-BOTTOM-SHEET; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=chunk-border; MATERIAL=pastel-black; COLOUR_STRAT=CS-NEON-ON-DARK; CHROME=CH-DENSE; FEEL=pastel + black occult
C0114	health-goth	Health Goth	internet-aesthetic	SK-TAB-DECK	TY-INDUSTRIAL-COND	sharp-0	techwear-black	CS-DESAT-CORP	CH-IMMERSIVE	mobile	STYLE_ID=health-goth; SKELETON=SK-TAB-DECK; TYPE_ERA=TY-INDUSTRIAL-COND; CONTROL=sharp-0; MATERIAL=techwear-black; COLOUR_STRAT=CS-DESAT-CORP; CHROME=CH-IMMERSIVE; FEEL=athletic black techwear
C0115	normcore	Normcore	internet-aesthetic	SK-WIZARD-STEPS	TY-SYSTEM-RAW	soft-rect	mall-basic	CS-HIGH-KEY	CH-NONE	app	STYLE_ID=normcore; SKELETON=SK-WIZARD-STEPS; TYPE_ERA=TY-SYSTEM-RAW; CONTROL=soft-rect; MATERIAL=mall-basic; COLOUR_STRAT=CS-HIGH-KEY; CHROME=CH-NONE; FEEL=aggressively ordinary
C0116	balletcore	Balletcore	internet-aesthetic	SK-SPLIT-INSPECTOR	TY-DIDONE-LUX	pill	tulle-pink	CS-LOW-KEY	CH-MIN	app	STYLE_ID=balletcore; SKELETON=SK-SPLIT-INSPECTOR; TYPE_ERA=TY-DIDONE-LUX; CONTROL=pill; MATERIAL=tulle-pink; COLOUR_STRAT=CS-LOW-KEY; CHROME=CH-MIN; FEEL=soft pink tulle poise
C0117	coquette	Coquette	internet-aesthetic	SK-DASH-METRIC	TY-SCRIPT-SPARSE	pill	lace-pink	CS-SEPIA	CH-STANDARD	app	STYLE_ID=coquette; SKELETON=SK-DASH-METRIC; TYPE_ERA=TY-SCRIPT-SPARSE; CONTROL=pill; MATERIAL=lace-pink; COLOUR_STRAT=CS-SEPIA; CHROME=CH-STANDARD; FEEL=bows lace hyper-femme
C0118	blokecore	Blokecore	internet-aesthetic	SK-GALLERY-INDEX	TY-INDUSTRIAL-COND	sharp-0	kit-stripes	CS-INVERTED	CH-APP	marketing	STYLE_ID=blokecore; SKELETON=SK-GALLERY-INDEX; TYPE_ERA=TY-INDUSTRIAL-COND; CONTROL=sharp-0; MATERIAL=kit-stripes; COLOUR_STRAT=CS-INVERTED; CHROME=CH-APP; FEEL=football kits terrace energy
C0119	gorpcore	Gorpcore	internet-aesthetic	SK-ZINE-COLLAGE	TY-HUMANIST	chunk-border	goretex	CS-REGIONAL-FLAG	CH-DENSE	marketing	STYLE_ID=gorpcore; SKELETON=SK-ZINE-COLLAGE; TYPE_ERA=TY-HUMANIST; CONTROL=chunk-border; MATERIAL=goretex; COLOUR_STRAT=CS-REGIONAL-FLAG; CHROME=CH-DENSE; FEEL=outdoor tech fleece trail
C0120	coastal-grandmother	Coastal Grandmother	internet-aesthetic	SK-BRUTAL-BLOCKS	TY-HUMANIST	soft-rect	linen-sea	CS-BRAND-LOCKUP	CH-IMMERSIVE	any	STYLE_ID=coastal-grandmother; SKELETON=SK-BRUTAL-BLOCKS; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=linen-sea; COLOUR_STRAT=CS-BRAND-LOCKUP; CHROME=CH-IMMERSIVE; FEEL=linen sea calm wealthy calm
C0121	clean-girl	Clean Girl	internet-aesthetic	SK-RAIL-DOCK	TY-GROTESK-SOFT	pill	neutral-beauty	CS-MONO-PLUS	CH-NONE	app	STYLE_ID=clean-girl; SKELETON=SK-RAIL-DOCK; TYPE_ERA=TY-GROTESK-SOFT; CONTROL=pill; MATERIAL=neutral-beauty; COLOUR_STRAT=CS-MONO-PLUS; CHROME=CH-NONE; FEEL=minimal sleek neutral beauty
C0122	old-money	Old Money	internet-aesthetic	SK-CENTER-STAGE	TY-TRANSITIONAL-SERIF	ink-underline	navy-cream	CS-DUOTONE	CH-MIN	marketing	STYLE_ID=old-money; SKELETON=SK-CENTER-STAGE; TYPE_ERA=TY-TRANSITIONAL-SERIF; CONTROL=ink-underline; MATERIAL=navy-cream; COLOUR_STRAT=CS-DUOTONE; CHROME=CH-MIN; FEEL=heritage quiet wealth
C0123	new-money	New Money	internet-aesthetic	SK-NEWS-RIVER	TY-DIDONE-LUX	filled-block	chrome-gold	CS-PRIMARY-TRIO	CH-STANDARD	app	STYLE_ID=new-money; SKELETON=SK-NEWS-RIVER; TYPE_ERA=TY-DIDONE-LUX; CONTROL=filled-block; MATERIAL=chrome-gold; COLOUR_STRAT=CS-PRIMARY-TRIO; CHROME=CH-STANDARD; FEEL=loud luxury logos shine
C0124	dark-feminine	Dark Feminine	internet-aesthetic	SK-CALENDAR-SPINE	TY-DIDONE-LUX	sharp-0	black-velvet	CS-TONAL	CH-APP	app	STYLE_ID=dark-feminine; SKELETON=SK-CALENDAR-SPINE; TYPE_ERA=TY-DIDONE-LUX; CONTROL=sharp-0; MATERIAL=black-velvet; COLOUR_STRAT=CS-TONAL; CHROME=CH-APP; FEEL=glamour power black red
C0125	soft-boy	Soft Boy	internet-aesthetic	SK-MASONRY	TY-HUMANIST	soft-rect	pastel-denim	CS-PAPER-INK	CH-DENSE	marketing	STYLE_ID=soft-boy; SKELETON=SK-MASONRY; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=pastel-denim; COLOUR_STRAT=CS-PAPER-INK; CHROME=CH-DENSE; FEEL=pastel indie soft masc
C0126	egirl-eboy	E-girl / E-boy	internet-aesthetic	SK-SPLIT-DIAGONAL	TY-MIXED-HIGH-CONTRAST	chunk-border	alt-platform	CS-DARK-STAGE	CH-IMMERSIVE	marketing	STYLE_ID=egirl-eboy; SKELETON=SK-SPLIT-DIAGONAL; TYPE_ERA=TY-MIXED-HIGH-CONTRAST; CONTROL=chunk-border; MATERIAL=alt-platform; COLOUR_STRAT=CS-DARK-STAGE; CHROME=CH-IMMERSIVE; FEEL=alt platform indie dark cute
C0127	scene-emo	Scene / Emo revival	internet-aesthetic	SK-FRAME-IN-FRAME	TY-DISPLAY-EXTREME	chunk-border	neon-black	CS-PASTEL-POP	CH-NONE	marketing	STYLE_ID=scene-emo; SKELETON=SK-FRAME-IN-FRAME; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=chunk-border; MATERIAL=neon-black; COLOUR_STRAT=CS-PASTEL-POP; CHROME=CH-NONE; FEEL=sharp hair colours myspace
